id,category,variant_name,type,pattern,scenario,impact,example
33,Oracle manipulation,Oracle manipulation Variant 33,Flash-loan oracle distortion,Oracle not updated frequently,Oracle manipulation variant #33: Flash-loan oracle distortion caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
34,Oracle manipulation,Oracle manipulation Variant 34,Stale oracle data exploit,Off-chain oracle not validated,Oracle manipulation variant #34: Stale oracle data exploit caused by Off-chain oracle not validated. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
35,Oracle manipulation,Oracle manipulation Variant 35,Single price source attack,Oracle not updated frequently,Oracle manipulation variant #35: Single price source attack caused by Oracle not updated frequently. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
36,Oracle manipulation,Oracle manipulation Variant 36,Low liquidity spot manipulation,Off-chain oracle not validated,Oracle manipulation variant #36: Low liquidity spot manipulation caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
37,Oracle manipulation,Oracle manipulation Variant 37,Flash-loan oracle distortion,Off-chain oracle not validated,Oracle manipulation variant #37: Flash-loan oracle distortion caused by Off-chain oracle not validated. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
38,Oracle manipulation,Oracle manipulation Variant 38,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #38: Single price source attack caused by Attacker inflates reserve ratio. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
39,Oracle manipulation,Oracle manipulation Variant 39,Flash-loan oracle distortion,Oracle not updated frequently,Oracle manipulation variant #39: Flash-loan oracle distortion caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
40,Oracle manipulation,Oracle manipulation Variant 40,Low liquidity spot manipulation,Attacker inflates reserve ratio,Oracle manipulation variant #40: Low liquidity spot manipulation caused by Attacker inflates reserve ratio. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
41,Oracle manipulation,Oracle manipulation Variant 41,TWAP manipulation,Oracle not updated frequently,Oracle manipulation variant #41: TWAP manipulation caused by Oracle not updated frequently. Exploited to price skew for profit.,Price skew for profit,Manipulating price via a shallow Uniswap pool.
42,Oracle manipulation,Oracle manipulation Variant 42,TWAP manipulation,Off-chain oracle not validated,Oracle manipulation variant #42: TWAP manipulation caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
43,Oracle manipulation,Oracle manipulation Variant 43,Single price source attack,Oracle not updated frequently,Oracle manipulation variant #43: Single price source attack caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
44,Oracle manipulation,Oracle manipulation Variant 44,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #44: Single price source attack caused by Attacker inflates reserve ratio. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
45,Oracle manipulation,Oracle manipulation Variant 45,TWAP manipulation,Attacker inflates reserve ratio,Oracle manipulation variant #45: TWAP manipulation caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
46,Oracle manipulation,Oracle manipulation Variant 46,Flash-loan oracle distortion,Oracle uses a single DEX pair,Oracle manipulation variant #46: Flash-loan oracle distortion caused by Oracle uses a single DEX pair. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
47,Oracle manipulation,Oracle manipulation Variant 47,Flash-loan oracle distortion,Oracle not updated frequently,Oracle manipulation variant #47: Flash-loan oracle distortion caused by Oracle not updated frequently. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
48,Oracle manipulation,Oracle manipulation Variant 48,Stale oracle data exploit,Oracle not updated frequently,Oracle manipulation variant #48: Stale oracle data exploit caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
49,Oracle manipulation,Oracle manipulation Variant 49,Stale oracle data exploit,Attacker inflates reserve ratio,Oracle manipulation variant #49: Stale oracle data exploit caused by Attacker inflates reserve ratio. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
50,Oracle manipulation,Oracle manipulation Variant 50,Single price source attack,Off-chain oracle not validated,Oracle manipulation variant #50: Single price source attack caused by Off-chain oracle not validated. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
51,Oracle manipulation,Oracle manipulation Variant 51,TWAP manipulation,Attacker inflates reserve ratio,Oracle manipulation variant #51: TWAP manipulation caused by Attacker inflates reserve ratio. Exploited to price skew for profit.,Price skew for profit,Flash-loan attack inflating TWAP for one block.
52,Oracle manipulation,Oracle manipulation Variant 52,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #52: Single price source attack caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
53,Oracle manipulation,Oracle manipulation Variant 53,Low liquidity spot manipulation,Attacker inflates reserve ratio,Oracle manipulation variant #53: Low liquidity spot manipulation caused by Attacker inflates reserve ratio. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
54,Oracle manipulation,Oracle manipulation Variant 54,Low liquidity spot manipulation,Oracle not updated frequently,Oracle manipulation variant #54: Low liquidity spot manipulation caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Manipulating price via a shallow Uniswap pool.
55,Oracle manipulation,Oracle manipulation Variant 55,Stale oracle data exploit,Off-chain oracle not validated,Oracle manipulation variant #55: Stale oracle data exploit caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
56,Oracle manipulation,Oracle manipulation Variant 56,Flash-loan oracle distortion,Oracle not updated frequently,Oracle manipulation variant #56: Flash-loan oracle distortion caused by Oracle not updated frequently. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
57,Oracle manipulation,Oracle manipulation Variant 57,Single price source attack,Oracle not updated frequently,Oracle manipulation variant #57: Single price source attack caused by Oracle not updated frequently. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
58,Oracle manipulation,Oracle manipulation Variant 58,Stale oracle data exploit,Oracle uses a single DEX pair,Oracle manipulation variant #58: Stale oracle data exploit caused by Oracle uses a single DEX pair. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
59,Oracle manipulation,Oracle manipulation Variant 59,Single price source attack,Oracle not updated frequently,Oracle manipulation variant #59: Single price source attack caused by Oracle not updated frequently. Exploited to price skew for profit.,Price skew for profit,Manipulating price via a shallow Uniswap pool.
60,Oracle manipulation,Oracle manipulation Variant 60,Low liquidity spot manipulation,Oracle uses a single DEX pair,Oracle manipulation variant #60: Low liquidity spot manipulation caused by Oracle uses a single DEX pair. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
61,Oracle manipulation,Oracle manipulation Variant 61,Stale oracle data exploit,TWAP window too short,Oracle manipulation variant #61: Stale oracle data exploit caused by TWAP window too short. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
62,Oracle manipulation,Oracle manipulation Variant 62,Stale oracle data exploit,Oracle not updated frequently,Oracle manipulation variant #62: Stale oracle data exploit caused by Oracle not updated frequently. Exploited to borrowing more than allowed.,Borrowing more than allowed,Flash-loan attack inflating TWAP for one block.
63,Oracle manipulation,Oracle manipulation Variant 63,Low liquidity spot manipulation,Oracle not updated frequently,Oracle manipulation variant #63: Low liquidity spot manipulation caused by Oracle not updated frequently. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
64,Oracle manipulation,Oracle manipulation Variant 64,Stale oracle data exploit,Off-chain oracle not validated,Oracle manipulation variant #64: Stale oracle data exploit caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
65,Oracle manipulation,Oracle manipulation Variant 65,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #65: Single price source attack caused by Attacker inflates reserve ratio. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
66,Oracle manipulation,Oracle manipulation Variant 66,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #66: Single price source attack caused by Attacker inflates reserve ratio. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
67,Oracle manipulation,Oracle manipulation Variant 67,TWAP manipulation,Oracle not updated frequently,Oracle manipulation variant #67: TWAP manipulation caused by Oracle not updated frequently. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
68,Oracle manipulation,Oracle manipulation Variant 68,TWAP manipulation,TWAP window too short,Oracle manipulation variant #68: TWAP manipulation caused by TWAP window too short. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
69,Oracle manipulation,Oracle manipulation Variant 69,Flash-loan oracle distortion,Off-chain oracle not validated,Oracle manipulation variant #69: Flash-loan oracle distortion caused by Off-chain oracle not validated. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
70,Oracle manipulation,Oracle manipulation Variant 70,Stale oracle data exploit,Attacker inflates reserve ratio,Oracle manipulation variant #70: Stale oracle data exploit caused by Attacker inflates reserve ratio. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
71,Oracle manipulation,Oracle manipulation Variant 71,Flash-loan oracle distortion,TWAP window too short,Oracle manipulation variant #71: Flash-loan oracle distortion caused by TWAP window too short. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
72,Oracle manipulation,Oracle manipulation Variant 72,Single price source attack,Oracle uses a single DEX pair,Oracle manipulation variant #72: Single price source attack caused by Oracle uses a single DEX pair. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
73,Oracle manipulation,Oracle manipulation Variant 73,Stale oracle data exploit,Attacker inflates reserve ratio,Oracle manipulation variant #73: Stale oracle data exploit caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
74,Oracle manipulation,Oracle manipulation Variant 74,Flash-loan oracle distortion,Attacker inflates reserve ratio,Oracle manipulation variant #74: Flash-loan oracle distortion caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
75,Oracle manipulation,Oracle manipulation Variant 75,Single price source attack,TWAP window too short,Oracle manipulation variant #75: Single price source attack caused by TWAP window too short. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
76,Oracle manipulation,Oracle manipulation Variant 76,Low liquidity spot manipulation,Oracle uses a single DEX pair,Oracle manipulation variant #76: Low liquidity spot manipulation caused by Oracle uses a single DEX pair. Exploited to borrowing more than allowed.,Borrowing more than allowed,Manipulating price via a shallow Uniswap pool.
77,Oracle manipulation,Oracle manipulation Variant 77,Flash-loan oracle distortion,TWAP window too short,Oracle manipulation variant #77: Flash-loan oracle distortion caused by TWAP window too short. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
78,Oracle manipulation,Oracle manipulation Variant 78,Single price source attack,Off-chain oracle not validated,Oracle manipulation variant #78: Single price source attack caused by Off-chain oracle not validated. Exploited to price skew for profit.,Price skew for profit,Flash-loan attack inflating TWAP for one block.
79,Oracle manipulation,Oracle manipulation Variant 79,Low liquidity spot manipulation,Oracle not updated frequently,Oracle manipulation variant #79: Low liquidity spot manipulation caused by Oracle not updated frequently. Exploited to price skew for profit.,Price skew for profit,Flash-loan attack inflating TWAP for one block.
80,Oracle manipulation,Oracle manipulation Variant 80,TWAP manipulation,Off-chain oracle not validated,Oracle manipulation variant #80: TWAP manipulation caused by Off-chain oracle not validated. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
81,Oracle manipulation,Oracle manipulation Variant 81,TWAP manipulation,TWAP window too short,Oracle manipulation variant #81: TWAP manipulation caused by TWAP window too short. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
82,Oracle manipulation,Oracle manipulation Variant 82,TWAP manipulation,Attacker inflates reserve ratio,Oracle manipulation variant #82: TWAP manipulation caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
83,Oracle manipulation,Oracle manipulation Variant 83,Low liquidity spot manipulation,TWAP window too short,Oracle manipulation variant #83: Low liquidity spot manipulation caused by TWAP window too short. Exploited to borrowing more than allowed.,Borrowing more than allowed,Flash-loan attack inflating TWAP for one block.
84,Oracle manipulation,Oracle manipulation Variant 84,TWAP manipulation,TWAP window too short,Oracle manipulation variant #84: TWAP manipulation caused by TWAP window too short. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
85,Oracle manipulation,Oracle manipulation Variant 85,Flash-loan oracle distortion,Oracle not updated frequently,Oracle manipulation variant #85: Flash-loan oracle distortion caused by Oracle not updated frequently. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
86,Oracle manipulation,Oracle manipulation Variant 86,Flash-loan oracle distortion,Oracle uses a single DEX pair,Oracle manipulation variant #86: Flash-loan oracle distortion caused by Oracle uses a single DEX pair. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
87,Oracle manipulation,Oracle manipulation Variant 87,Flash-loan oracle distortion,Off-chain oracle not validated,Oracle manipulation variant #87: Flash-loan oracle distortion caused by Off-chain oracle not validated. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
88,Oracle manipulation,Oracle manipulation Variant 88,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #88: Single price source attack caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
89,Oracle manipulation,Oracle manipulation Variant 89,Single price source attack,TWAP window too short,Oracle manipulation variant #89: Single price source attack caused by TWAP window too short. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
90,Oracle manipulation,Oracle manipulation Variant 90,Stale oracle data exploit,TWAP window too short,Oracle manipulation variant #90: Stale oracle data exploit caused by TWAP window too short. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
91,Oracle manipulation,Oracle manipulation Variant 91,Single price source attack,TWAP window too short,Oracle manipulation variant #91: Single price source attack caused by TWAP window too short. Exploited to price skew for profit.,Price skew for profit,Manipulating price via a shallow Uniswap pool.
92,Oracle manipulation,Oracle manipulation Variant 92,Flash-loan oracle distortion,Oracle uses a single DEX pair,Oracle manipulation variant #92: Flash-loan oracle distortion caused by Oracle uses a single DEX pair. Exploited to borrowing more than allowed.,Borrowing more than allowed,Flash-loan attack inflating TWAP for one block.
93,Oracle manipulation,Oracle manipulation Variant 93,Single price source attack,TWAP window too short,Oracle manipulation variant #93: Single price source attack caused by TWAP window too short. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
94,Oracle manipulation,Oracle manipulation Variant 94,Single price source attack,Off-chain oracle not validated,Oracle manipulation variant #94: Single price source attack caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
95,Oracle manipulation,Oracle manipulation Variant 95,Stale oracle data exploit,Attacker inflates reserve ratio,Oracle manipulation variant #95: Stale oracle data exploit caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
96,Oracle manipulation,Oracle manipulation Variant 96,Flash-loan oracle distortion,Attacker inflates reserve ratio,Oracle manipulation variant #96: Flash-loan oracle distortion caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
97,Oracle manipulation,Oracle manipulation Variant 97,Stale oracle data exploit,Off-chain oracle not validated,Oracle manipulation variant #97: Stale oracle data exploit caused by Off-chain oracle not validated. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
98,Oracle manipulation,Oracle manipulation Variant 98,Stale oracle data exploit,Attacker inflates reserve ratio,Oracle manipulation variant #98: Stale oracle data exploit caused by Attacker inflates reserve ratio. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
99,Oracle manipulation,Oracle manipulation Variant 99,Low liquidity spot manipulation,Oracle not updated frequently,Oracle manipulation variant #99: Low liquidity spot manipulation caused by Oracle not updated frequently. Exploited to borrowing more than allowed.,Borrowing more than allowed,Oracle using outdated Chainlink round.
100,Oracle manipulation,Oracle manipulation Variant 100,Single price source attack,Attacker inflates reserve ratio,Oracle manipulation variant #100: Single price source attack caused by Attacker inflates reserve ratio. Exploited to price skew for profit.,Price skew for profit,Oracle using outdated Chainlink round.
101,Oracle manipulation,Oracle manipulation Variant 101,Stale oracle data exploit,Oracle not updated frequently,Oracle manipulation variant #101: Stale oracle data exploit caused by Oracle not updated frequently. Exploited to free minting or withdrawal.,Free minting or withdrawal,Oracle using outdated Chainlink round.
102,Oracle manipulation,Oracle manipulation Variant 102,TWAP manipulation,Oracle uses a single DEX pair,Oracle manipulation variant #102: TWAP manipulation caused by Oracle uses a single DEX pair. Exploited to price skew for profit.,Price skew for profit,Flash-loan attack inflating TWAP for one block.
103,Oracle manipulation,Oracle manipulation Variant 103,Stale oracle data exploit,TWAP window too short,Oracle manipulation variant #103: Stale oracle data exploit caused by TWAP window too short. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
104,Oracle manipulation,Oracle manipulation Variant 104,Flash-loan oracle distortion,Off-chain oracle not validated,Oracle manipulation variant #104: Flash-loan oracle distortion caused by Off-chain oracle not validated. Exploited to free minting or withdrawal.,Free minting or withdrawal,Flash-loan attack inflating TWAP for one block.
105,Oracle manipulation,Oracle manipulation Variant 105,Low liquidity spot manipulation,TWAP window too short,Oracle manipulation variant #105: Low liquidity spot manipulation caused by TWAP window too short. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Oracle using outdated Chainlink round.
106,Oracle manipulation,Oracle manipulation Variant 106,Low liquidity spot manipulation,Off-chain oracle not validated,Oracle manipulation variant #106: Low liquidity spot manipulation caused by Off-chain oracle not validated. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Manipulating price via a shallow Uniswap pool.
107,Oracle manipulation,Oracle manipulation Variant 107,Single price source attack,Oracle uses a single DEX pair,Oracle manipulation variant #107: Single price source attack caused by Oracle uses a single DEX pair. Exploited to liquidation at wrong prices.,Liquidation at wrong prices,Flash-loan attack inflating TWAP for one block.
