id,category,variant_name,type,pattern,scenario,impact,example
13,Smart Contract,Smart Contract Variant 13,Invalid validation,Input not validated,Smart Contract variant #13: Invalid validation caused by Input not validated. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
14,Smart Contract,Smart Contract Variant 14,Logic flaw,State not checked,Smart Contract variant #14: Logic flaw caused by State not checked. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
15,Smart Contract,Smart Contract Variant 15,Missing guard,Wrong assumption,Smart Contract variant #15: Missing guard caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
16,Smart Contract,Smart Contract Variant 16,Incorrect assumption,State not checked,Smart Contract variant #16: Incorrect assumption caused by State not checked. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
17,Smart Contract,Smart Contract Variant 17,Invalid validation,Wrong assumption,Smart Contract variant #17: Invalid validation caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
18,Smart Contract,Smart Contract Variant 18,Race issue,Wrong assumption,Smart Contract variant #18: Race issue caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
19,Smart Contract,Smart Contract Variant 19,Invalid validation,Wrong assumption,Smart Contract variant #19: Invalid validation caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
20,Smart Contract,Smart Contract Variant 20,Race issue,Invalid state transition,Smart Contract variant #20: Race issue caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
21,Smart Contract,Smart Contract Variant 21,Race issue,Missing boundary check,Smart Contract variant #21: Race issue caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
22,Smart Contract,Smart Contract Variant 22,Race issue,Missing boundary check,Smart Contract variant #22: Race issue caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
23,Smart Contract,Smart Contract Variant 23,Missing guard,Invalid state transition,Smart Contract variant #23: Missing guard caused by Invalid state transition. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
24,Smart Contract,Smart Contract Variant 24,Race issue,Incorrect signature,Smart Contract variant #24: Race issue caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
25,Smart Contract,Smart Contract Variant 25,Missing guard,Missing boundary check,Smart Contract variant #25: Missing guard caused by Missing boundary check. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
26,Smart Contract,Smart Contract Variant 26,Incorrect assumption,Incorrect signature,Smart Contract variant #26: Incorrect assumption caused by Incorrect signature. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
27,Smart Contract,Smart Contract Variant 27,Invalid validation,Input not validated,Smart Contract variant #27: Invalid validation caused by Input not validated. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
28,Smart Contract,Smart Contract Variant 28,Unexpected state,Input not validated,Smart Contract variant #28: Unexpected state caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
29,Smart Contract,Smart Contract Variant 29,Invalid validation,Missing boundary check,Smart Contract variant #29: Invalid validation caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
30,Smart Contract,Smart Contract Variant 30,Logic flaw,State not checked,Smart Contract variant #30: Logic flaw caused by State not checked. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
31,Smart Contract,Smart Contract Variant 31,Race issue,Input not validated,Smart Contract variant #31: Race issue caused by Input not validated. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
32,Smart Contract,Smart Contract Variant 32,Race issue,Input not validated,Smart Contract variant #32: Race issue caused by Input not validated. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
33,Smart Contract,Smart Contract Variant 33,Invalid validation,Invalid state transition,Smart Contract variant #33: Invalid validation caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
34,Smart Contract,Smart Contract Variant 34,Race issue,Missing boundary check,Smart Contract variant #34: Race issue caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
35,Smart Contract,Smart Contract Variant 35,Race issue,Input not validated,Smart Contract variant #35: Race issue caused by Input not validated. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
36,Smart Contract,Smart Contract Variant 36,Race issue,State not checked,Smart Contract variant #36: Race issue caused by State not checked. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
37,Smart Contract,Smart Contract Variant 37,Incorrect assumption,Invalid state transition,Smart Contract variant #37: Incorrect assumption caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
38,Smart Contract,Smart Contract Variant 38,Missing guard,Wrong assumption,Smart Contract variant #38: Missing guard caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
39,Smart Contract,Smart Contract Variant 39,Invalid validation,Input not validated,Smart Contract variant #39: Invalid validation caused by Input not validated. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
40,Smart Contract,Smart Contract Variant 40,Unexpected state,State not checked,Smart Contract variant #40: Unexpected state caused by State not checked. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
41,Smart Contract,Smart Contract Variant 41,Incorrect assumption,Wrong assumption,Smart Contract variant #41: Incorrect assumption caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
42,Smart Contract,Smart Contract Variant 42,Missing guard,Wrong assumption,Smart Contract variant #42: Missing guard caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
43,Smart Contract,Smart Contract Variant 43,Invalid validation,Invalid state transition,Smart Contract variant #43: Invalid validation caused by Invalid state transition. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
44,Smart Contract,Smart Contract Variant 44,Incorrect assumption,Invalid state transition,Smart Contract variant #44: Incorrect assumption caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
45,Smart Contract,Smart Contract Variant 45,Missing guard,Invalid state transition,Smart Contract variant #45: Missing guard caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
46,Smart Contract,Smart Contract Variant 46,Missing guard,State not checked,Smart Contract variant #46: Missing guard caused by State not checked. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
47,Smart Contract,Smart Contract Variant 47,Unexpected state,State not checked,Smart Contract variant #47: Unexpected state caused by State not checked. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
48,Smart Contract,Smart Contract Variant 48,Logic flaw,Wrong assumption,Smart Contract variant #48: Logic flaw caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
49,Smart Contract,Smart Contract Variant 49,Logic flaw,State not checked,Smart Contract variant #49: Logic flaw caused by State not checked. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
50,Smart Contract,Smart Contract Variant 50,Incorrect assumption,State not checked,Smart Contract variant #50: Incorrect assumption caused by State not checked. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
51,Smart Contract,Smart Contract Variant 51,Missing guard,Wrong assumption,Smart Contract variant #51: Missing guard caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
52,Smart Contract,Smart Contract Variant 52,Unexpected state,Invalid state transition,Smart Contract variant #52: Unexpected state caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
53,Smart Contract,Smart Contract Variant 53,Missing guard,Invalid state transition,Smart Contract variant #53: Missing guard caused by Invalid state transition. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
54,Smart Contract,Smart Contract Variant 54,Incorrect assumption,State not checked,Smart Contract variant #54: Incorrect assumption caused by State not checked. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
55,Smart Contract,Smart Contract Variant 55,Unexpected state,Input not validated,Smart Contract variant #55: Unexpected state caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
56,Smart Contract,Smart Contract Variant 56,Race issue,Incorrect signature,Smart Contract variant #56: Race issue caused by Incorrect signature. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
57,Smart Contract,Smart Contract Variant 57,Unexpected state,Invalid state transition,Smart Contract variant #57: Unexpected state caused by Invalid state transition. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
58,Smart Contract,Smart Contract Variant 58,Missing guard,Invalid state transition,Smart Contract variant #58: Missing guard caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
59,Smart Contract,Smart Contract Variant 59,Unexpected state,State not checked,Smart Contract variant #59: Unexpected state caused by State not checked. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
60,Smart Contract,Smart Contract Variant 60,Missing guard,Incorrect signature,Smart Contract variant #60: Missing guard caused by Incorrect signature. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
61,Smart Contract,Smart Contract Variant 61,Logic flaw,Input not validated,Smart Contract variant #61: Logic flaw caused by Input not validated. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
62,Smart Contract,Smart Contract Variant 62,Invalid validation,Input not validated,Smart Contract variant #62: Invalid validation caused by Input not validated. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
63,Smart Contract,Smart Contract Variant 63,Incorrect assumption,Missing boundary check,Smart Contract variant #63: Incorrect assumption caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
64,Smart Contract,Smart Contract Variant 64,Incorrect assumption,Invalid state transition,Smart Contract variant #64: Incorrect assumption caused by Invalid state transition. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
65,Smart Contract,Smart Contract Variant 65,Missing guard,Wrong assumption,Smart Contract variant #65: Missing guard caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
66,Smart Contract,Smart Contract Variant 66,Race issue,State not checked,Smart Contract variant #66: Race issue caused by State not checked. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
67,Smart Contract,Smart Contract Variant 67,Invalid validation,Input not validated,Smart Contract variant #67: Invalid validation caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
68,Smart Contract,Smart Contract Variant 68,Logic flaw,Incorrect signature,Smart Contract variant #68: Logic flaw caused by Incorrect signature. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
69,Smart Contract,Smart Contract Variant 69,Race issue,State not checked,Smart Contract variant #69: Race issue caused by State not checked. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
70,Smart Contract,Smart Contract Variant 70,Logic flaw,Input not validated,Smart Contract variant #70: Logic flaw caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
71,Smart Contract,Smart Contract Variant 71,Unexpected state,Incorrect signature,Smart Contract variant #71: Unexpected state caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
72,Smart Contract,Smart Contract Variant 72,Logic flaw,Wrong assumption,Smart Contract variant #72: Logic flaw caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
73,Smart Contract,Smart Contract Variant 73,Unexpected state,Wrong assumption,Smart Contract variant #73: Unexpected state caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
74,Smart Contract,Smart Contract Variant 74,Incorrect assumption,Input not validated,Smart Contract variant #74: Incorrect assumption caused by Input not validated. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
75,Smart Contract,Smart Contract Variant 75,Logic flaw,Wrong assumption,Smart Contract variant #75: Logic flaw caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
76,Smart Contract,Smart Contract Variant 76,Incorrect assumption,State not checked,Smart Contract variant #76: Incorrect assumption caused by State not checked. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
77,Smart Contract,Smart Contract Variant 77,Missing guard,Invalid state transition,Smart Contract variant #77: Missing guard caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
78,Smart Contract,Smart Contract Variant 78,Race issue,Missing boundary check,Smart Contract variant #78: Race issue caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
79,Smart Contract,Smart Contract Variant 79,Unexpected state,Missing boundary check,Smart Contract variant #79: Unexpected state caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
80,Smart Contract,Smart Contract Variant 80,Invalid validation,Incorrect signature,Smart Contract variant #80: Invalid validation caused by Incorrect signature. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
81,Smart Contract,Smart Contract Variant 81,Incorrect assumption,Wrong assumption,Smart Contract variant #81: Incorrect assumption caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
82,Smart Contract,Smart Contract Variant 82,Race issue,Missing boundary check,Smart Contract variant #82: Race issue caused by Missing boundary check. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
83,Smart Contract,Smart Contract Variant 83,Unexpected state,Wrong assumption,Smart Contract variant #83: Unexpected state caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
84,Smart Contract,Smart Contract Variant 84,Invalid validation,Missing boundary check,Smart Contract variant #84: Invalid validation caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
85,Smart Contract,Smart Contract Variant 85,Race issue,Missing boundary check,Smart Contract variant #85: Race issue caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
86,Smart Contract,Smart Contract Variant 86,Incorrect assumption,Missing boundary check,Smart Contract variant #86: Incorrect assumption caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
87,Smart Contract,Smart Contract Variant 87,Missing guard,Wrong assumption,Smart Contract variant #87: Missing guard caused by Wrong assumption. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
88,Smart Contract,Smart Contract Variant 88,Logic flaw,Missing boundary check,Smart Contract variant #88: Logic flaw caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
89,Smart Contract,Smart Contract Variant 89,Missing guard,Invalid state transition,Smart Contract variant #89: Missing guard caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
90,Smart Contract,Smart Contract Variant 90,Invalid validation,State not checked,Smart Contract variant #90: Invalid validation caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
91,Smart Contract,Smart Contract Variant 91,Logic flaw,Wrong assumption,Smart Contract variant #91: Logic flaw caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
92,Smart Contract,Smart Contract Variant 92,Unexpected state,Wrong assumption,Smart Contract variant #92: Unexpected state caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
93,Smart Contract,Smart Contract Variant 93,Logic flaw,Wrong assumption,Smart Contract variant #93: Logic flaw caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
94,Smart Contract,Smart Contract Variant 94,Invalid validation,Invalid state transition,Smart Contract variant #94: Invalid validation caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
95,Smart Contract,Smart Contract Variant 95,Invalid validation,Invalid state transition,Smart Contract variant #95: Invalid validation caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
96,Smart Contract,Smart Contract Variant 96,Invalid validation,Input not validated,Smart Contract variant #96: Invalid validation caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
97,Smart Contract,Smart Contract Variant 97,Invalid validation,Incorrect signature,Smart Contract variant #97: Invalid validation caused by Incorrect signature. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
98,Smart Contract,Smart Contract Variant 98,Logic flaw,Wrong assumption,Smart Contract variant #98: Logic flaw caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
99,Smart Contract,Smart Contract Variant 99,Invalid validation,Incorrect signature,Smart Contract variant #99: Invalid validation caused by Incorrect signature. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
100,Smart Contract,Smart Contract Variant 100,Invalid validation,Missing boundary check,Smart Contract variant #100: Invalid validation caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
101,Smart Contract,Smart Contract Variant 101,Race issue,State not checked,Smart Contract variant #101: Race issue caused by State not checked. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
102,Smart Contract,Smart Contract Variant 102,Race issue,Incorrect signature,Smart Contract variant #102: Race issue caused by Incorrect signature. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
103,Smart Contract,Smart Contract Variant 103,Unexpected state,State not checked,Smart Contract variant #103: Unexpected state caused by State not checked. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
104,Smart Contract,Smart Contract Variant 104,Logic flaw,Incorrect signature,Smart Contract variant #104: Logic flaw caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
105,Smart Contract,Smart Contract Variant 105,Unexpected state,Input not validated,Smart Contract variant #105: Unexpected state caused by Input not validated. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
106,Smart Contract,Smart Contract Variant 106,Unexpected state,Invalid state transition,Smart Contract variant #106: Unexpected state caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
107,Smart Contract,Smart Contract Variant 107,Missing guard,Wrong assumption,Smart Contract variant #107: Missing guard caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
108,Smart Contract,Smart Contract Variant 108,Missing guard,Input not validated,Smart Contract variant #108: Missing guard caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
109,Smart Contract,Smart Contract Variant 109,Missing guard,Missing boundary check,Smart Contract variant #109: Missing guard caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
110,Smart Contract,Smart Contract Variant 110,Unexpected state,State not checked,Smart Contract variant #110: Unexpected state caused by State not checked. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
111,Smart Contract,Smart Contract Variant 111,Invalid validation,Incorrect signature,Smart Contract variant #111: Invalid validation caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
112,Smart Contract,Smart Contract Variant 112,Missing guard,Wrong assumption,Smart Contract variant #112: Missing guard caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
113,Smart Contract,Smart Contract Variant 113,Missing guard,State not checked,Smart Contract variant #113: Missing guard caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
114,Smart Contract,Smart Contract Variant 114,Logic flaw,Incorrect signature,Smart Contract variant #114: Logic flaw caused by Incorrect signature. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
115,Smart Contract,Smart Contract Variant 115,Logic flaw,Wrong assumption,Smart Contract variant #115: Logic flaw caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
116,Smart Contract,Smart Contract Variant 116,Incorrect assumption,Missing boundary check,Smart Contract variant #116: Incorrect assumption caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
117,Smart Contract,Smart Contract Variant 117,Unexpected state,Missing boundary check,Smart Contract variant #117: Unexpected state caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
118,Smart Contract,Smart Contract Variant 118,Invalid validation,State not checked,Smart Contract variant #118: Invalid validation caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
119,Smart Contract,Smart Contract Variant 119,Unexpected state,State not checked,Smart Contract variant #119: Unexpected state caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
120,Smart Contract,Smart Contract Variant 120,Race issue,State not checked,Smart Contract variant #120: Race issue caused by State not checked. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
121,Smart Contract,Smart Contract Variant 121,Invalid validation,Wrong assumption,Smart Contract variant #121: Invalid validation caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
122,Smart Contract,Smart Contract Variant 122,Unexpected state,Wrong assumption,Smart Contract variant #122: Unexpected state caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
123,Smart Contract,Smart Contract Variant 123,Logic flaw,State not checked,Smart Contract variant #123: Logic flaw caused by State not checked. Exploited to cross-chain risk.,Cross-chain risk,Unexpected state allowed malicious call.
124,Smart Contract,Smart Contract Variant 124,Invalid validation,Wrong assumption,Smart Contract variant #124: Invalid validation caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
125,Smart Contract,Smart Contract Variant 125,Race issue,Incorrect signature,Smart Contract variant #125: Race issue caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
126,Smart Contract,Smart Contract Variant 126,Unexpected state,Missing boundary check,Smart Contract variant #126: Unexpected state caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
127,Smart Contract,Smart Contract Variant 127,Logic flaw,Input not validated,Smart Contract variant #127: Logic flaw caused by Input not validated. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
128,Smart Contract,Smart Contract Variant 128,Logic flaw,Missing boundary check,Smart Contract variant #128: Logic flaw caused by Missing boundary check. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
129,Smart Contract,Smart Contract Variant 129,Incorrect assumption,Missing boundary check,Smart Contract variant #129: Incorrect assumption caused by Missing boundary check. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
130,Smart Contract,Smart Contract Variant 130,Race issue,Missing boundary check,Smart Contract variant #130: Race issue caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
131,Smart Contract,Smart Contract Variant 131,Unexpected state,State not checked,Smart Contract variant #131: Unexpected state caused by State not checked. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
132,Smart Contract,Smart Contract Variant 132,Logic flaw,State not checked,Smart Contract variant #132: Logic flaw caused by State not checked. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
133,Smart Contract,Smart Contract Variant 133,Invalid validation,Invalid state transition,Smart Contract variant #133: Invalid validation caused by Invalid state transition. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
134,Smart Contract,Smart Contract Variant 134,Invalid validation,Wrong assumption,Smart Contract variant #134: Invalid validation caused by Wrong assumption. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
135,Smart Contract,Smart Contract Variant 135,Race issue,State not checked,Smart Contract variant #135: Race issue caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
136,Smart Contract,Smart Contract Variant 136,Race issue,Input not validated,Smart Contract variant #136: Race issue caused by Input not validated. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
137,Smart Contract,Smart Contract Variant 137,Logic flaw,State not checked,Smart Contract variant #137: Logic flaw caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
138,Smart Contract,Smart Contract Variant 138,Unexpected state,Wrong assumption,Smart Contract variant #138: Unexpected state caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
139,Smart Contract,Smart Contract Variant 139,Incorrect assumption,Wrong assumption,Smart Contract variant #139: Incorrect assumption caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Unexpected state allowed malicious call.
140,Smart Contract,Smart Contract Variant 140,Logic flaw,Wrong assumption,Smart Contract variant #140: Logic flaw caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
141,Smart Contract,Smart Contract Variant 141,Incorrect assumption,Incorrect signature,Smart Contract variant #141: Incorrect assumption caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
142,Smart Contract,Smart Contract Variant 142,Invalid validation,Wrong assumption,Smart Contract variant #142: Invalid validation caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
143,Smart Contract,Smart Contract Variant 143,Logic flaw,Invalid state transition,Smart Contract variant #143: Logic flaw caused by Invalid state transition. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
144,Smart Contract,Smart Contract Variant 144,Logic flaw,State not checked,Smart Contract variant #144: Logic flaw caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
145,Smart Contract,Smart Contract Variant 145,Missing guard,Incorrect signature,Smart Contract variant #145: Missing guard caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
