id,category,variant_name,type,pattern,scenario,impact,example
18,Blind signing,Blind signing Variant 18,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #18: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
19,Blind signing,Blind signing Variant 19,Unsigned data trick,App bypasses domain separator,Blind signing variant #19: Unsigned data trick caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
20,Blind signing,Blind signing Variant 20,Hidden function selector,Signature request hides spender,Blind signing variant #20: Hidden function selector caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
21,Blind signing,Blind signing Variant 21,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #21: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
22,Blind signing,Blind signing Variant 22,Fake domain signature,App bypasses domain separator,Blind signing variant #22: Fake domain signature caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
23,Blind signing,Blind signing Variant 23,Blind EIP‑191 signing,User signs opaque hex data,Blind signing variant #23: Blind EIP‑191 signing caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
24,Blind signing,Blind signing Variant 24,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #24: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
25,Blind signing,Blind signing Variant 25,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #25: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
26,Blind signing,Blind signing Variant 26,Unsigned data trick,User signs opaque hex data,Blind signing variant #26: Unsigned data trick caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
27,Blind signing,Blind signing Variant 27,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #27: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
28,Blind signing,Blind signing Variant 28,Fake domain signature,Signature request hides spender,Blind signing variant #28: Fake domain signature caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
29,Blind signing,Blind signing Variant 29,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #29: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
30,Blind signing,Blind signing Variant 30,Hidden function selector,Wallet does not preview transaction meaning,Blind signing variant #30: Hidden function selector caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
31,Blind signing,Blind signing Variant 31,Hidden function selector,Wallet does not preview transaction meaning,Blind signing variant #31: Hidden function selector caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
32,Blind signing,Blind signing Variant 32,Blind EIP‑191 signing,User signs opaque hex data,Blind signing variant #32: Blind EIP‑191 signing caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
33,Blind signing,Blind signing Variant 33,Fake domain signature,Signature request hides spender,Blind signing variant #33: Fake domain signature caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
34,Blind signing,Blind signing Variant 34,Hidden function selector,App bypasses domain separator,Blind signing variant #34: Hidden function selector caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
35,Blind signing,Blind signing Variant 35,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #35: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
36,Blind signing,Blind signing Variant 36,Hidden function selector,App bypasses domain separator,Blind signing variant #36: Hidden function selector caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
37,Blind signing,Blind signing Variant 37,Unsigned data trick,Wallet does not preview transaction meaning,Blind signing variant #37: Unsigned data trick caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
38,Blind signing,Blind signing Variant 38,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #38: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
39,Blind signing,Blind signing Variant 39,Hidden function selector,App bypasses domain separator,Blind signing variant #39: Hidden function selector caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
40,Blind signing,Blind signing Variant 40,Hidden function selector,App bypasses domain separator,Blind signing variant #40: Hidden function selector caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
41,Blind signing,Blind signing Variant 41,Hidden function selector,Signature request hides spender,Blind signing variant #41: Hidden function selector caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
42,Blind signing,Blind signing Variant 42,Unsigned data trick,App bypasses domain separator,Blind signing variant #42: Unsigned data trick caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
43,Blind signing,Blind signing Variant 43,Fake domain signature,Signature request hides spender,Blind signing variant #43: Fake domain signature caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
44,Blind signing,Blind signing Variant 44,Fake domain signature,User signs opaque hex data,Blind signing variant #44: Fake domain signature caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
45,Blind signing,Blind signing Variant 45,Blind EIP‑191 signing,User signs opaque hex data,Blind signing variant #45: Blind EIP‑191 signing caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
46,Blind signing,Blind signing Variant 46,Fake domain signature,Signature request hides spender,Blind signing variant #46: Fake domain signature caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
47,Blind signing,Blind signing Variant 47,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #47: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
48,Blind signing,Blind signing Variant 48,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #48: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
49,Blind signing,Blind signing Variant 49,Fake domain signature,App bypasses domain separator,Blind signing variant #49: Fake domain signature caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
50,Blind signing,Blind signing Variant 50,Fake domain signature,Signature request hides spender,Blind signing variant #50: Fake domain signature caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
51,Blind signing,Blind signing Variant 51,Hex payload deception,User signs opaque hex data,Blind signing variant #51: Hex payload deception caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
52,Blind signing,Blind signing Variant 52,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #52: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
53,Blind signing,Blind signing Variant 53,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #53: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
54,Blind signing,Blind signing Variant 54,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #54: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
55,Blind signing,Blind signing Variant 55,Unsigned data trick,App bypasses domain separator,Blind signing variant #55: Unsigned data trick caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
56,Blind signing,Blind signing Variant 56,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #56: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
57,Blind signing,Blind signing Variant 57,Hex payload deception,User signs opaque hex data,Blind signing variant #57: Hex payload deception caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
58,Blind signing,Blind signing Variant 58,Hidden function selector,User signs opaque hex data,Blind signing variant #58: Hidden function selector caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
59,Blind signing,Blind signing Variant 59,Hidden function selector,User signs opaque hex data,Blind signing variant #59: Hidden function selector caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
60,Blind signing,Blind signing Variant 60,Unsigned data trick,User signs opaque hex data,Blind signing variant #60: Unsigned data trick caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
61,Blind signing,Blind signing Variant 61,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #61: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
62,Blind signing,Blind signing Variant 62,Fake domain signature,User signs opaque hex data,Blind signing variant #62: Fake domain signature caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
63,Blind signing,Blind signing Variant 63,Blind EIP‑191 signing,Signature request hides spender,Blind signing variant #63: Blind EIP‑191 signing caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
64,Blind signing,Blind signing Variant 64,Hidden function selector,App bypasses domain separator,Blind signing variant #64: Hidden function selector caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
65,Blind signing,Blind signing Variant 65,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #65: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
66,Blind signing,Blind signing Variant 66,Unsigned data trick,Wallet does not preview transaction meaning,Blind signing variant #66: Unsigned data trick caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
67,Blind signing,Blind signing Variant 67,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #67: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
68,Blind signing,Blind signing Variant 68,Fake domain signature,Signature request hides spender,Blind signing variant #68: Fake domain signature caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
69,Blind signing,Blind signing Variant 69,Hidden function selector,App bypasses domain separator,Blind signing variant #69: Hidden function selector caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
70,Blind signing,Blind signing Variant 70,Hidden function selector,User signs opaque hex data,Blind signing variant #70: Hidden function selector caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
71,Blind signing,Blind signing Variant 71,Fake domain signature,App bypasses domain separator,Blind signing variant #71: Fake domain signature caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
72,Blind signing,Blind signing Variant 72,Hidden function selector,Signature request hides spender,Blind signing variant #72: Hidden function selector caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
73,Blind signing,Blind signing Variant 73,Hidden function selector,App bypasses domain separator,Blind signing variant #73: Hidden function selector caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
74,Blind signing,Blind signing Variant 74,Fake domain signature,User signs opaque hex data,Blind signing variant #74: Fake domain signature caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
75,Blind signing,Blind signing Variant 75,Unsigned data trick,App bypasses domain separator,Blind signing variant #75: Unsigned data trick caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
76,Blind signing,Blind signing Variant 76,Unsigned data trick,App bypasses domain separator,Blind signing variant #76: Unsigned data trick caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
77,Blind signing,Blind signing Variant 77,Hex payload deception,User signs opaque hex data,Blind signing variant #77: Hex payload deception caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
78,Blind signing,Blind signing Variant 78,Hidden function selector,User signs opaque hex data,Blind signing variant #78: Hidden function selector caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
79,Blind signing,Blind signing Variant 79,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #79: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
80,Blind signing,Blind signing Variant 80,Hidden function selector,User signs opaque hex data,Blind signing variant #80: Hidden function selector caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
81,Blind signing,Blind signing Variant 81,Hex payload deception,User signs opaque hex data,Blind signing variant #81: Hex payload deception caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
82,Blind signing,Blind signing Variant 82,Fake domain signature,User signs opaque hex data,Blind signing variant #82: Fake domain signature caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
83,Blind signing,Blind signing Variant 83,Hidden function selector,Signature request hides spender,Blind signing variant #83: Hidden function selector caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
84,Blind signing,Blind signing Variant 84,Hidden function selector,Signature request hides spender,Blind signing variant #84: Hidden function selector caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
85,Blind signing,Blind signing Variant 85,Hex payload deception,Signature request hides spender,Blind signing variant #85: Hex payload deception caused by Signature request hides spender. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
86,Blind signing,Blind signing Variant 86,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #86: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
87,Blind signing,Blind signing Variant 87,Fake domain signature,App bypasses domain separator,Blind signing variant #87: Fake domain signature caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
88,Blind signing,Blind signing Variant 88,Unsigned data trick,Wallet does not preview transaction meaning,Blind signing variant #88: Unsigned data trick caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
89,Blind signing,Blind signing Variant 89,Blind EIP‑191 signing,Signature request hides spender,Blind signing variant #89: Blind EIP‑191 signing caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
90,Blind signing,Blind signing Variant 90,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #90: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
91,Blind signing,Blind signing Variant 91,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #91: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
92,Blind signing,Blind signing Variant 92,Hex payload deception,Signature request hides spender,Blind signing variant #92: Hex payload deception caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
93,Blind signing,Blind signing Variant 93,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #93: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
94,Blind signing,Blind signing Variant 94,Hidden function selector,Signature request hides spender,Blind signing variant #94: Hidden function selector caused by Signature request hides spender. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
95,Blind signing,Blind signing Variant 95,Blind EIP‑191 signing,Wallet does not preview transaction meaning,Blind signing variant #95: Blind EIP‑191 signing caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
96,Blind signing,Blind signing Variant 96,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #96: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
97,Blind signing,Blind signing Variant 97,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #97: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
98,Blind signing,Blind signing Variant 98,Hidden function selector,App bypasses domain separator,Blind signing variant #98: Hidden function selector caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
99,Blind signing,Blind signing Variant 99,Hex payload deception,User signs opaque hex data,Blind signing variant #99: Hex payload deception caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
100,Blind signing,Blind signing Variant 100,Hex payload deception,App bypasses domain separator,Blind signing variant #100: Hex payload deception caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
101,Blind signing,Blind signing Variant 101,Fake domain signature,Signature request hides spender,Blind signing variant #101: Fake domain signature caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
102,Blind signing,Blind signing Variant 102,Hex payload deception,Signature request hides spender,Blind signing variant #102: Hex payload deception caused by Signature request hides spender. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
103,Blind signing,Blind signing Variant 103,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #103: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
104,Blind signing,Blind signing Variant 104,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #104: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,User signs meaningless hex→ attacker drains ERC20.
105,Blind signing,Blind signing Variant 105,Unsigned data trick,App bypasses domain separator,Blind signing variant #105: Unsigned data trick caused by App bypasses domain separator. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
106,Blind signing,Blind signing Variant 106,Unsigned data trick,Wallet does not preview transaction meaning,Blind signing variant #106: Unsigned data trick caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
107,Blind signing,Blind signing Variant 107,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #107: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
108,Blind signing,Blind signing Variant 108,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #108: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
109,Blind signing,Blind signing Variant 109,Fake domain signature,App bypasses domain separator,Blind signing variant #109: Fake domain signature caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
110,Blind signing,Blind signing Variant 110,Blind EIP‑191 signing,App bypasses domain separator,Blind signing variant #110: Blind EIP‑191 signing caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
111,Blind signing,Blind signing Variant 111,Hex payload deception,User signs opaque hex data,Blind signing variant #111: Hex payload deception caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
112,Blind signing,Blind signing Variant 112,Unsigned data trick,Signature request hides spender,Blind signing variant #112: Unsigned data trick caused by Signature request hides spender. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
113,Blind signing,Blind signing Variant 113,Hidden function selector,User signs opaque hex data,Blind signing variant #113: Hidden function selector caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
114,Blind signing,Blind signing Variant 114,Fake domain signature,Wallet does not preview transaction meaning,Blind signing variant #114: Fake domain signature caused by Wallet does not preview transaction meaning. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
115,Blind signing,Blind signing Variant 115,Unsigned data trick,Wallet does not preview transaction meaning,Blind signing variant #115: Unsigned data trick caused by Wallet does not preview transaction meaning. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
116,Blind signing,Blind signing Variant 116,Hidden function selector,User signs opaque hex data,Blind signing variant #116: Hidden function selector caused by User signs opaque hex data. Exploited to approval to attacker.,Approval to attacker,Popup shows no spender → spender is malicious contract.
117,Blind signing,Blind signing Variant 117,Fake domain signature,App bypasses domain separator,Blind signing variant #117: Fake domain signature caused by App bypasses domain separator. Exploited to approval to attacker.,Approval to attacker,User signs meaningless hex→ attacker drains ERC20.
118,Blind signing,Blind signing Variant 118,Hidden function selector,Signature request hides spender,Blind signing variant #118: Hidden function selector caused by Signature request hides spender. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
119,Blind signing,Blind signing Variant 119,Hex payload deception,Wallet does not preview transaction meaning,Blind signing variant #119: Hex payload deception caused by Wallet does not preview transaction meaning. Exploited to full token drain.,Full token drain,User signs meaningless hex→ attacker drains ERC20.
120,Blind signing,Blind signing Variant 120,Blind EIP‑191 signing,User signs opaque hex data,Blind signing variant #120: Blind EIP‑191 signing caused by User signs opaque hex data. Exploited to full token drain.,Full token drain,Popup shows no spender → spender is malicious contract.
121,Blind signing,Blind signing Variant 121,Hex payload deception,User signs opaque hex data,Blind signing variant #121: Hex payload deception caused by User signs opaque hex data. Exploited to unauthorized asset transfer.,Unauthorized asset transfer,Popup shows no spender → spender is malicious contract.
