id,category,variant_name,type,pattern,scenario,impact,example
11,SPV proof bypass,SPV proof bypass Variant 11,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #11: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
12,SPV proof bypass,SPV proof bypass Variant 12,Incorrect header validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #12: Incorrect header validation caused by Bridge accepts incomplete Merkle branches. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
13,SPV proof bypass,SPV proof bypass Variant 13,Weak Merkle proof check,Incorrect hashing order,SPV proof bypass variant #13: Weak Merkle proof check caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
14,SPV proof bypass,SPV proof bypass Variant 14,Incorrect header validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #14: Incorrect header validation caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
15,SPV proof bypass,SPV proof bypass Variant 15,Missing block height validation,Header fields not validated,SPV proof bypass variant #15: Missing block height validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
16,SPV proof bypass,SPV proof bypass Variant 16,Fake proof injection,Incorrect hashing order,SPV proof bypass variant #16: Fake proof injection caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
17,SPV proof bypass,SPV proof bypass Variant 17,Missing block height validation,Header fields not validated,SPV proof bypass variant #17: Missing block height validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
18,SPV proof bypass,SPV proof bypass Variant 18,Weak Merkle proof check,Header fields not validated,SPV proof bypass variant #18: Weak Merkle proof check caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
19,SPV proof bypass,SPV proof bypass Variant 19,Missing block height validation,Header fields not validated,SPV proof bypass variant #19: Missing block height validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
20,SPV proof bypass,SPV proof bypass Variant 20,Fake proof injection,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #20: Fake proof injection caused by Bridge accepts incomplete Merkle branches. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
21,SPV proof bypass,SPV proof bypass Variant 21,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #21: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
22,SPV proof bypass,SPV proof bypass Variant 22,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #22: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
23,SPV proof bypass,SPV proof bypass Variant 23,Bypassable commitment check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #23: Bypassable commitment check caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
24,SPV proof bypass,SPV proof bypass Variant 24,Missing block height validation,Proof verification lacks boundary checks,SPV proof bypass variant #24: Missing block height validation caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
25,SPV proof bypass,SPV proof bypass Variant 25,Bypassable commitment check,Proof verification lacks boundary checks,SPV proof bypass variant #25: Bypassable commitment check caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
26,SPV proof bypass,SPV proof bypass Variant 26,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #26: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
27,SPV proof bypass,SPV proof bypass Variant 27,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #27: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
28,SPV proof bypass,SPV proof bypass Variant 28,Fake proof injection,Header fields not validated,SPV proof bypass variant #28: Fake proof injection caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
29,SPV proof bypass,SPV proof bypass Variant 29,Weak Merkle proof check,Incorrect hashing order,SPV proof bypass variant #29: Weak Merkle proof check caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
30,SPV proof bypass,SPV proof bypass Variant 30,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #30: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
31,SPV proof bypass,SPV proof bypass Variant 31,Bypassable commitment check,Header fields not validated,SPV proof bypass variant #31: Bypassable commitment check caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
32,SPV proof bypass,SPV proof bypass Variant 32,Incorrect header validation,Incorrect hashing order,SPV proof bypass variant #32: Incorrect header validation caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
33,SPV proof bypass,SPV proof bypass Variant 33,Fake proof injection,Header fields not validated,SPV proof bypass variant #33: Fake proof injection caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
34,SPV proof bypass,SPV proof bypass Variant 34,Weak Merkle proof check,Incorrect hashing order,SPV proof bypass variant #34: Weak Merkle proof check caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
35,SPV proof bypass,SPV proof bypass Variant 35,Bypassable commitment check,Incorrect hashing order,SPV proof bypass variant #35: Bypassable commitment check caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
36,SPV proof bypass,SPV proof bypass Variant 36,Missing block height validation,Header fields not validated,SPV proof bypass variant #36: Missing block height validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
37,SPV proof bypass,SPV proof bypass Variant 37,Missing block height validation,Incorrect hashing order,SPV proof bypass variant #37: Missing block height validation caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
38,SPV proof bypass,SPV proof bypass Variant 38,Incorrect header validation,Header fields not validated,SPV proof bypass variant #38: Incorrect header validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
39,SPV proof bypass,SPV proof bypass Variant 39,Incorrect header validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #39: Incorrect header validation caused by Bridge accepts incomplete Merkle branches. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
40,SPV proof bypass,SPV proof bypass Variant 40,Missing block height validation,Header fields not validated,SPV proof bypass variant #40: Missing block height validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
41,SPV proof bypass,SPV proof bypass Variant 41,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #41: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
42,SPV proof bypass,SPV proof bypass Variant 42,Bypassable commitment check,Header fields not validated,SPV proof bypass variant #42: Bypassable commitment check caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
43,SPV proof bypass,SPV proof bypass Variant 43,Incorrect header validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #43: Incorrect header validation caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
44,SPV proof bypass,SPV proof bypass Variant 44,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #44: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
45,SPV proof bypass,SPV proof bypass Variant 45,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #45: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
46,SPV proof bypass,SPV proof bypass Variant 46,Bypassable commitment check,Proof verification lacks boundary checks,SPV proof bypass variant #46: Bypassable commitment check caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
47,SPV proof bypass,SPV proof bypass Variant 47,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #47: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
48,SPV proof bypass,SPV proof bypass Variant 48,Missing block height validation,Proof verification lacks boundary checks,SPV proof bypass variant #48: Missing block height validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
49,SPV proof bypass,SPV proof bypass Variant 49,Missing block height validation,Header fields not validated,SPV proof bypass variant #49: Missing block height validation caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
50,SPV proof bypass,SPV proof bypass Variant 50,Bypassable commitment check,Proof verification lacks boundary checks,SPV proof bypass variant #50: Bypassable commitment check caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
51,SPV proof bypass,SPV proof bypass Variant 51,Missing block height validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #51: Missing block height validation caused by Bridge accepts incomplete Merkle branches. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
52,SPV proof bypass,SPV proof bypass Variant 52,Missing block height validation,Header fields not validated,SPV proof bypass variant #52: Missing block height validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
53,SPV proof bypass,SPV proof bypass Variant 53,Fake proof injection,Header fields not validated,SPV proof bypass variant #53: Fake proof injection caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
54,SPV proof bypass,SPV proof bypass Variant 54,Incorrect header validation,Incorrect hashing order,SPV proof bypass variant #54: Incorrect header validation caused by Incorrect hashing order. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
55,SPV proof bypass,SPV proof bypass Variant 55,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #55: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
56,SPV proof bypass,SPV proof bypass Variant 56,Incorrect header validation,Header fields not validated,SPV proof bypass variant #56: Incorrect header validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
57,SPV proof bypass,SPV proof bypass Variant 57,Fake proof injection,Header fields not validated,SPV proof bypass variant #57: Fake proof injection caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
58,SPV proof bypass,SPV proof bypass Variant 58,Missing block height validation,Proof verification lacks boundary checks,SPV proof bypass variant #58: Missing block height validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
59,SPV proof bypass,SPV proof bypass Variant 59,Missing block height validation,Header fields not validated,SPV proof bypass variant #59: Missing block height validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
60,SPV proof bypass,SPV proof bypass Variant 60,Missing block height validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #60: Missing block height validation caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
61,SPV proof bypass,SPV proof bypass Variant 61,Bypassable commitment check,Incorrect hashing order,SPV proof bypass variant #61: Bypassable commitment check caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
62,SPV proof bypass,SPV proof bypass Variant 62,Fake proof injection,Incorrect hashing order,SPV proof bypass variant #62: Fake proof injection caused by Incorrect hashing order. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
63,SPV proof bypass,SPV proof bypass Variant 63,Bypassable commitment check,Incorrect hashing order,SPV proof bypass variant #63: Bypassable commitment check caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
64,SPV proof bypass,SPV proof bypass Variant 64,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #64: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
65,SPV proof bypass,SPV proof bypass Variant 65,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #65: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
66,SPV proof bypass,SPV proof bypass Variant 66,Weak Merkle proof check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #66: Weak Merkle proof check caused by Bridge accepts incomplete Merkle branches. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
67,SPV proof bypass,SPV proof bypass Variant 67,Weak Merkle proof check,Header fields not validated,SPV proof bypass variant #67: Weak Merkle proof check caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
68,SPV proof bypass,SPV proof bypass Variant 68,Missing block height validation,Proof verification lacks boundary checks,SPV proof bypass variant #68: Missing block height validation caused by Proof verification lacks boundary checks. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
69,SPV proof bypass,SPV proof bypass Variant 69,Incorrect header validation,Header fields not validated,SPV proof bypass variant #69: Incorrect header validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
70,SPV proof bypass,SPV proof bypass Variant 70,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #70: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
71,SPV proof bypass,SPV proof bypass Variant 71,Weak Merkle proof check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #71: Weak Merkle proof check caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
72,SPV proof bypass,SPV proof bypass Variant 72,Incorrect header validation,Header fields not validated,SPV proof bypass variant #72: Incorrect header validation caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
73,SPV proof bypass,SPV proof bypass Variant 73,Missing block height validation,Incorrect hashing order,SPV proof bypass variant #73: Missing block height validation caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
74,SPV proof bypass,SPV proof bypass Variant 74,Incorrect header validation,Header fields not validated,SPV proof bypass variant #74: Incorrect header validation caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
75,SPV proof bypass,SPV proof bypass Variant 75,Missing block height validation,Proof verification lacks boundary checks,SPV proof bypass variant #75: Missing block height validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
76,SPV proof bypass,SPV proof bypass Variant 76,Weak Merkle proof check,Incorrect hashing order,SPV proof bypass variant #76: Weak Merkle proof check caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
77,SPV proof bypass,SPV proof bypass Variant 77,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #77: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
78,SPV proof bypass,SPV proof bypass Variant 78,Fake proof injection,Incorrect hashing order,SPV proof bypass variant #78: Fake proof injection caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
79,SPV proof bypass,SPV proof bypass Variant 79,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #79: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
80,SPV proof bypass,SPV proof bypass Variant 80,Weak Merkle proof check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #80: Weak Merkle proof check caused by Bridge accepts incomplete Merkle branches. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
81,SPV proof bypass,SPV proof bypass Variant 81,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #81: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
82,SPV proof bypass,SPV proof bypass Variant 82,Missing block height validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #82: Missing block height validation caused by Bridge accepts incomplete Merkle branches. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
83,SPV proof bypass,SPV proof bypass Variant 83,Bypassable commitment check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #83: Bypassable commitment check caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
84,SPV proof bypass,SPV proof bypass Variant 84,Incorrect header validation,Incorrect hashing order,SPV proof bypass variant #84: Incorrect header validation caused by Incorrect hashing order. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
85,SPV proof bypass,SPV proof bypass Variant 85,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #85: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
86,SPV proof bypass,SPV proof bypass Variant 86,Bypassable commitment check,Header fields not validated,SPV proof bypass variant #86: Bypassable commitment check caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
87,SPV proof bypass,SPV proof bypass Variant 87,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #87: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Attacker crafts fake SPV proof to mint wrapped tokens.
88,SPV proof bypass,SPV proof bypass Variant 88,Incorrect header validation,Header fields not validated,SPV proof bypass variant #88: Incorrect header validation caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
89,SPV proof bypass,SPV proof bypass Variant 89,Bypassable commitment check,Header fields not validated,SPV proof bypass variant #89: Bypassable commitment check caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
90,SPV proof bypass,SPV proof bypass Variant 90,Fake proof injection,Incorrect hashing order,SPV proof bypass variant #90: Fake proof injection caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
91,SPV proof bypass,SPV proof bypass Variant 91,Missing block height validation,Incorrect hashing order,SPV proof bypass variant #91: Missing block height validation caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
92,SPV proof bypass,SPV proof bypass Variant 92,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #92: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
93,SPV proof bypass,SPV proof bypass Variant 93,Fake proof injection,Header fields not validated,SPV proof bypass variant #93: Fake proof injection caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
94,SPV proof bypass,SPV proof bypass Variant 94,Missing block height validation,Header fields not validated,SPV proof bypass variant #94: Missing block height validation caused by Header fields not validated. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
95,SPV proof bypass,SPV proof bypass Variant 95,Weak Merkle proof check,Header fields not validated,SPV proof bypass variant #95: Weak Merkle proof check caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
96,SPV proof bypass,SPV proof bypass Variant 96,Weak Merkle proof check,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #96: Weak Merkle proof check caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
97,SPV proof bypass,SPV proof bypass Variant 97,Incorrect header validation,Proof verification lacks boundary checks,SPV proof bypass variant #97: Incorrect header validation caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
98,SPV proof bypass,SPV proof bypass Variant 98,Incorrect header validation,Incorrect hashing order,SPV proof bypass variant #98: Incorrect header validation caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
99,SPV proof bypass,SPV proof bypass Variant 99,Weak Merkle proof check,Proof verification lacks boundary checks,SPV proof bypass variant #99: Weak Merkle proof check caused by Proof verification lacks boundary checks. Exploited to forged cross-chain message.,Forged cross-chain message,Bridge accepts manipulated block header with fake receipts.
100,SPV proof bypass,SPV proof bypass Variant 100,Fake proof injection,Proof verification lacks boundary checks,SPV proof bypass variant #100: Fake proof injection caused by Proof verification lacks boundary checks. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
101,SPV proof bypass,SPV proof bypass Variant 101,Incorrect header validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #101: Incorrect header validation caused by Bridge accepts incomplete Merkle branches. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
102,SPV proof bypass,SPV proof bypass Variant 102,Incorrect header validation,Incorrect hashing order,SPV proof bypass variant #102: Incorrect header validation caused by Incorrect hashing order. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
103,SPV proof bypass,SPV proof bypass Variant 103,Bypassable commitment check,Header fields not validated,SPV proof bypass variant #103: Bypassable commitment check caused by Header fields not validated. Exploited to fake withdrawal.,Fake withdrawal,Bridge accepts manipulated block header with fake receipts.
104,SPV proof bypass,SPV proof bypass Variant 104,Fake proof injection,Incorrect hashing order,SPV proof bypass variant #104: Fake proof injection caused by Incorrect hashing order. Exploited to forged cross-chain message.,Forged cross-chain message,Attacker crafts fake SPV proof to mint wrapped tokens.
105,SPV proof bypass,SPV proof bypass Variant 105,Missing block height validation,Bridge accepts incomplete Merkle branches,SPV proof bypass variant #105: Missing block height validation caused by Bridge accepts incomplete Merkle branches. Exploited to fake withdrawal.,Fake withdrawal,Attacker crafts fake SPV proof to mint wrapped tokens.
106,SPV proof bypass,SPV proof bypass Variant 106,Fake proof injection,Header fields not validated,SPV proof bypass variant #106: Fake proof injection caused by Header fields not validated. Exploited to unauthorized mint/burn.,Unauthorized mint/burn,Bridge accepts manipulated block header with fake receipts.
